8954	Falco peregrinus	14374	83292	C
8962	Aquila chrysaetos	15484	88821	C
8969	Haliaeetus albicilla	11104	62420	M
9031	Gallus gallus	14936	69336	C
9103	Meleagris gallopavo	13864	65260	C
9135	Serinus canaria	14520	82200	C
9209	Phalacrocorax carbo	10692	62397	M
9217	Phoenicopterus ruber	11855	55535	M
9233	Aptenodytes forsteri	13621	64327	C
9238	Pygoscelis adeliae	12884	60519	C
9244	Calypte anna	13450	62430	C
9258	Ornithorhynchus anatinus	19450	57787	C
9305	Sarcophilus harrisii	17937	76162	C
9315	Macropus eugenii	15020	67831	C
9358	Choloepus hoffmanni	12109	55818	M
9361	Dasypus novemcinctus	22051	82004	C
9365	Erinaceus europaeus	14274	90253	C
9371	Echinops telfairi	15912	69327	C
9402	Pteropus alecto	17893	93093	C
9478	Tarsius syrichta	13327	86125	C
9483	Callithrix jacchus	20436	116977	C
9531	Cercocebus atys	20051	141987	C
9544	Macaca mulatta	21250	137012	C
9545	Macaca nemestrina	20194	142682	C
9555	Papio anubis	19049	135165	C
9568	Mandrillus leucophaeus	19977	140351	C
9595	Gorilla gorilla gorilla	20208	139755	C
9597	Pan paniscus	20141	142031	C
9598	Pan troglodytes	18399	133845	C
9601	Pongo abelii	19698	138434	C
9606	Homo sapiens	21317	137404	C
9615	Canis lupus familiaris	19115	115675	C
9646	Ailuropoda melanoleuca	18982	117420	C
9669	Mustela putorius furo	18500	113304	C
9685	Felis catus	19029	116040	C
9694	Panthera tigris	18056	114402	C
9707	Odobenus rosmarus	19209	119047	C
9713	Leptonychotes weddellii	20116	117204	C
9739	Tursiops truncatus	16375	123117	C
9755	Physeter catodon	18421	131328	C
9767	Balaenoptera acutorostrata	18140	131413	C
9778	Trichechus manatus	18826	82272	C
9785	Loxodonta africana	19789	80079	C
9796	Equus caballus	20112	98089	C
9798	Equus przewalskii	20752	103335	C
9813	Procavia capensis	15779	72780	C
9823	Sus scrofa	20899	111387	C
9837	Camelus bactrianus	18996	119452	C
9838	Camelus dromedarius	19063	119451	C
9901	Bison bison	20231	119858	C
9913	Bos taurus	19833	118285	C
9925	Capra hircus	19143	116510	C
9940	Ovis aries	20418	120200	C
9978	Ochotona princeps	15680	99743	C
9986	Oryctolagus cuniculus	18926	108099	C
10020	Dipodomys ordii	15498	99722	C
10036	Mesocricetus auratus	18993	115416	C
10042	Peromyscus maniculatus	20912	118997	C
10090	Mus musculus	20954	119204	C
10116	Rattus norvegicus	21574	118520	C
10141	Cavia porcellus	18355	110693	C
10160	Octodon degus	20249	115399	C
10224	Saccoglossus kowalevskii	33406	22814	C
10228	Trichoplax adhaerens	10234	13772	C
10249	Vaccinia virus Copenhagen	199	385	C
10254	Vaccinia virus WR	205	392	C
10272	Rabbit fibroma virus (strain Kasza)	151	298	C
10280	Molluscum contagiosum virus subtype 1	100	200	C
10288	Choristoneura biennis entomopoxvirus L	208	380	C
10299	Herpes simplex virus (type 1 / strain 17)	71	138	C
10315	Human herpesvirus 2 strain HG52	73	140	C
10333	Equine herpesvirus type 4 (strain 1942)	76	150	C
10338	Human herpesvirus 3 strain Dumas	72	138	C
10360	Human herpesvirus 5 strain AD169	149	282	C
10363	Human herpesvirus 5 strain Towne	162	318	C
10367	Murine cytomegalovirus (strain Smith)	17	30	C
10370	Human herpesvirus 6 (strain Uganda-1102)	92	180	C
10376	Human herpesvirus 4	77	73	C
10377	Human herpesvirus 4 (strain B95-8)	85	156	C
10383	Herpesvirus saimiri (strain 11)	71	138	C
10389	Mareks disease herpesvirus type 1 strain MD5	71	134	C
10406	Ground squirrel hepatitis virus	6	4	C
10407	Hepatitis B virus	24	5	C
10409	Hepatitis B virus adr4	6	8	C
10410	Hepatitis B virus adw/991	6	8	C
10411	Hepatitis B virus alpha1	4	8	C
10412	Hepatitis B virus adw/Indonesia/PIDW420	6	8	C
10413	Hepatitis B virus adw/Japan/PJDW233	6	8	C
10414	Hepatitis B virus LSH/chimpanzee	6	8	C
10415	Hepatitis B virus adw/Okinawa/PODW282	6	8	C
10421	Hepatitis delta virus (ISOLATE 7/18/83)	1	1	C
10422	Hepatitis delta virus (ISOLATE AMERICAN)	1	1	C
10423	Hepatitis delta virus (ISOLATE ITALIAN)	1	1	C
10424	Hepatitis delta virus (ISOLATE JAPANESE M-1)	1	1	C
10425	Hepatitis delta virus (ISOLATE JAPANESE M-2)	1	1	C
10426	Hepatitis delta virus (ISOLATE NAURU)	1	1	C
10427	Hepatitis delta virus (ISOLATE JAPANESE S-1)	1	1	C
10428	Hepatitis delta virus (ISOLATE JAPANESE S-2)	1	1	C
10430	Woodchuck hepatitis virus 1	6	8	C
10431	Woodchuck hepatitis virus 59	6	8	C
10432	Woodchuck hepatitis virus 7	6	8	C
10433	Woodchuck hepatitis virus 8	6	8	C
10439	Duck hepatitis B virus brown Shanghai duck/S5	3	6	C
10440	Duck hepatitis B virus white Shanghai duck/S31	3	6	C
10454	Spodoptera exigua multiple nucleopolyhedrovirus	38	18	C
10480	Thermoproteus tenax virus 1 (STRAIN KRA1)	\N	\N	\N
10498	African swine fever virus BA71V	141	278	C
10500	African swine fever virus Malawi LIL 20/1	156	293	C
10506	Paramecium bursaria Chlorella virus 1	95	151	C
10515	Human adenovirus 2	39	99	C
10553	Fowl adenovirus 1	19	44	C
10559	Bovine papillomavirus type 1	7	21	C
10560	Bovine papillomavirus type 2	7	21	C
10561	Xipapillomavirus 1	6	6	C
10562	Bovine papillomavirus type 4	6	16	C
10564	Deltapapillomavirus 2	7	19	C
10565	Deltapapillomavirus 1	6	6	C
10570	Alphapapillomavirus 12	6	6	C
10573	Human papillomavirus type 13	7	21	C
10576	Pygmy chimpanzee papillomavirus type 1	7	7	C
10579	Human papillomavirus type 8	7	21	C
10580	Human papillomavirus type 11	8	24	C
10583	Human papillomavirus type 1a	6	18	C
10584	Human papillomavirus type 2a	7	19	C
10585	Human papillomavirus type 31	8	24	C
10586	Human papillomavirus type 33	7	21	C
10587	Human papillomavirus type 35	6	6	C
10588	Human papillomavirus type 39	8	24	C
10589	Human papillomavirus type 41	6	18	C
10590	Human papillomavirus type 42	7	21	C
10592	Human papillomavirus type 44	6	18	C
10593	Human papillomavirus type 45	6	18	C
10594	Human papillomavirus type 47	8	21	C
10595	Human papillomavirus type 51	7	21	C
10596	Human papillomavirus type 56	5	15	C
10598	Human papillomavirus type 58	6	18	C
10599	Human papillomavirus type 5b	8	24	C
10600	Human papillomavirus type 6b	9	27	C
10604	Human papillomavirus type 12	6	18	C
10605	Human papillomavirus type 14	4	4	C
10606	Human papillomavirus type 15	6	18	C
10607	Human papillomavirus type 17	6	18	C
10608	Human papillomavirus type 19	5	15	C
10609	Human papillomavirus type 25	6	18	C
10611	Human papillomavirus type 30	6	18	C
10614	Human papillomavirus type 3	6	15	C
10615	Human papillomavirus type 40	6	18	C
10616	Human papillomavirus type 49	6	18	C
10617	Human papillomavirus type 4	7	21	C
10618	Human papillomavirus type 52	6	18	C
10620	Human papillomavirus type 7	6	18	C
10621	Human papillomavirus type 9	6	18	C
10631	BK virus strain AS	5	8	C
10632	JC polyomavirus	5	4	C
10635	Mouse polyomavirus (strain 3)	5	8	C
10636	Murine polyomavirus strain A2	6	4	C
10637	Mouse polyomavirus (strain Crawford small-plaque)	6	8	C
10640	Carnation etched ring virus	5	10	C
10644	Cauliflower mosaic virus (STRAIN CM-1841)	5	10	C
10645	Cauliflower mosaic virus (STRAIN D/H)	5	10	C
10648	Cauliflower mosaic virus (STRAIN STRASBOURG)	5	10	C
10650	Figwort mosaic virus (STRAIN DXS)	5	10	C
10651	Soybean chlorotic mottle virus	5	10	C
10653	Commelina yellow mottle virus	2	2	C
10655	Rice tungro bacilliform virus (isolate Philippines)	2	3	C
10658	Enterobacteria phage PRD1	18	10	C
10661	Pseudoalteromonas phage PM2	3	5	C
10665	Enterobacteria phage T4	329	247	C
10677	Enterobacteria phage Mu	52	103	C
10678	Enterobacteria phage P1	31	28	C
10679	Enterobacteria phage P2	62	36	C
10680	Enterobacteria phage P4	5	5	C
10685	Bacillus phage SPO1	72	134	C
10689	Vibrio phage CP-T1	25	25	C
10693	Enterobacteria phage RB51	267	266	C
10702	Streptomyces phage VWB	1	2	C
10704	Rhizobium phage 16-3	29	52	C
10708	Pseudomonas phage D3112	19	19	C
10710	Enterobacteria phage lambda	70	60	C
10713	Enterobacteria phage phi80	41	82	C
10717	Bacillus phage phi105	37	44	C
10719	Streptomyces phage phiC31	20	39	C
10724	Bacillus phage SPP1	27	48	C
10726	Escherichia phage T5	90	113	C
10730	Enterobacteria phage 933W	73	72	C
10732	Streptomyces phage R4	4	4	C
10742	Enterobacteria phage HK022	31	62	C
10747	Streptococcus phage Cp-1	23	23	C
10748	Streptococcus phage CP-7	22	32	C
10752	Escherichia phage N4	31	60	C
10753	Bacillus phage Nf	22	42	C
10754	Enterobacteria phage P22	79	57	C
10756	Bacillus phage phi29	27	26	C
10757	Bacillus phage PZA	27	46	C
10759	Enterobacteria phage T3	45	42	C
10760	Enterobacteria phage T7	130	40	C
10761	Shigella phage Sf6	58	111	C
10778	Bacillus phage B103	17	17	C
10783	Aleutian mink disease parvovirus (STRAIN G)	2	4	C
10787	Feline panleukopenia virus (strain 193)	2	4	C
10791	Canine parvovirus strain N	2	4	C
10793	Mink enteritis virus strain Abashiri	3	4	C
10795	Murine minute virus (STRAIN MVMI)	2	4	C
10797	Porcine parvovirus NADL-2	2	4	C
10799	H-1 parvovirus	2	4	C
10808	Aedes densonucleosis virus (STRAIN GKV 002 002)	2	4	C
10809	Bombyx mori densovirus	2	2	C
10816	Abutilon mosaic virus - [WEST INDIA]	7	14	C
10818	African cassava mosaic virus - [West Kenya 844]	8	16	C
10822	Maize streak virus - [Kenya]	4	6	C
10823	Maize streak virus - [Nigeria]	4	6	C
10824	Maize streak virus - [South Africa]	4	6	C
10829	Squash leaf curl virus	5	5	C
10843	Enterobacteria phage G4	49	19	C
10844	Enterobacteria phage S13	17	20	C
10845	Enterobacteria phage St-1	1	2	C
10847	Enterobacteria phage phiX174	20	2	C
10848	Enterobacteria phage phiK	9	18	C
10849	Enterobacteria phage alpha3	11	18	C
10854	Spiroplasma phage 1-R8A2B	7	14	C
10855	Spiroplasma phage 4	2	4	C
10857	Chlamydia phage 1	3	6	C
10862	Xanthomonas phage Cf1c	1	1	C
10863	Enterobacteria phage f1	39	19	C
10864	Enterobacteria phage fd	9	18	C
10867	Enterobacteria phage Ike	7	14	C
10868	Enterobacteria phage If1	6	11	C
10869	Enterobacteria phage I2-2	4	8	C
10870	Enterobacteria phage M13	14	9	C
10871	Pseudomonas phage Pf1	2	3	C
10872	Pseudomonas phage Pf3	3	6	C
10876	Acholeplasma phage MV-L1	\N	\N	\N
10879	Pseudomonas phage phi6	1	1	C
10884	Mammalian orthoreovirus 1 Lang	13	22	C
10885	Mammalian orthoreovirus 2 D5/Jones	13	22	C
10886	Mammalian orthoreovirus 3 Dearing	12	20	C
10900	Bluetongue virus (serotype 10 / American isolate)	\N	\N	\N
10916	Porcine rotavirus C strain Cowden	15	22	C
10933	Bovine rotavirus strain RF	14	24	C
10934	Bovine rotavirus strain UK/G6	14	24	C
10947	Human rotavirus serotype 1 / strain 69M	14	24	C
10950	Human rotavirus (SEROTYPE 2 / STRAIN DS1)	14	24	C
10952	Human rotavirus strain KU	14	24	C
10953	Human rotavirus (STRAIN L26)	14	24	C
10957	Human rotavirus strain P	13	22	C
10960	Human rotavirus G4 strain St. Thomas 3	14	24	C
10962	Human rotavirus strain WA	14	24	C
10986	Rice gall dwarf virus	11	22	C
11003	Infectious pancreatic necrosis virus - Jasper	6	10	C
11005	Infectious pancreatic necrosis virus - Sp	5	8	C
11008	Saccharomyces cerevisiae virus L-A	2	1	C
11020	Barmah Forest virus	13	18	C
11028	Onyong-nyong virus (strain Gulu)	11	18	C
11031	Ross river virus (STRAIN NB5092)	10	15	C
11033	Semliki Forest virus	12	5	C
11034	Sindbis virus	14	5	C
11038	Venezuelan equine encephalitis virus (strain Trinidad donkey)	13	18	C
11039	Western equine encephalitis virus	13	18	C
11043	Rubella virus strain M33	5	15	C
11044	Rubella virus vaccine strain RA27/3	5	15	C
11045	Rubella virus strain Therien	5	15	C
11049	Lelystad virus	26	8	C
11059	Dengue virus 1 Nauru/West Pac/1974	13	30	C
11064	Dengue virus 2 Jamaica/1409/1983	13	30	C
11065	Dengue virus 2 Thailand/NGS-C/1944	13	30	C
11066	Dengue virus 2 Puerto Rico/PR159-S1/1969	13	30	C
11073	Japanese encephalitis virus strain SA-14	12	30	C
11074	Japanese encephalitis virus strain SA(V)	12	30	C
11075	Japanese encephalitis virus strain JAOARS982	12	30	C
11078	Kunjin virus (STRAIN MRM61C)	12	30	C
11082	West Nile virus	12	10	C
11086	Louping ill virus	12	10	C
11087	Tick-borne encephalitis virus (STRAIN SOFJIN)	12	30	C
11088	Tick-borne encephalitis virus (WESTERN SUBTYPE)	12	30	C
11090	Yellow fever virus 17D	13	10	C
11097	Hog cholera virus (strain Alfort)	13	44	C
11098	Classical swine fever virus - Brescia	13	44	C
11100	Bovine viral diarrhea virus 1-NADL	13	44	C
11104	Hepatitis C virus (isolate 1)	13	8	C
11105	Hepatitis C virus (isolate BK)	11	40	C
11108	Hepatitis C virus (isolate H)	13	8	C
11113	Hepatitis C virus isolate HC-J6	11	40	C
11115	Hepatitis C virus isolate HC-J8	10	36	C
11116	Hepatitis C virus (isolate Japanese)	11	40	C
11122	Avian infectious bronchitis virus (strain Beaudette)	25	24	C
11127	Avian infectious bronchitis virus (strain M41)	25	24	C
11132	Bovine coronavirus Mebus	28	30	C
11133	Bovine coronavirus strain Quebec	28	30	C
11137	Human coronavirus 229E	23	6	C
11142	Murine hepatitis virus strain A59	28	30	C
11144	Murine hepatitis virus strain JHM	29	30	C
11151	Porcine transmissible gastroenteritis coronavirus strain Purdue	23	7	C
11156	Berne virus	21	15	C
11171	Mumps virus Miyahara vaccine	9	24	C
11195	Sendai virus (strain Fushimi)	12	28	C
11198	Sendai virus (Z)	9	20	C
11208	Simian virus 5 (strain W3)	9	24	C
11214	Human parainfluenza virus 2 (strain Toshiba)	9	24	C
11228	Simian virus 41	9	24	C
11233	Canine distemper virus strain Onderstepoort	7	28	C
11235	Measles virus strain Edmonston	9	7	C
11247	Bovine respiratory syncytial virus ATCC51908	13	40	C
11259	Human respiratory syncytial virus A2	12	36	C
11273	Chandipura virus I653514	5	20	C
11278	Vesicular stomatitis Indiana virus strain Glasgow	5	20	C
11283	Vesicular stomatitis virus (serotype New Jersey / strain Ogden)	5	20	C
11285	Vesicular stomatitis Indiana virus strain San Juan	6	24	C
11293	Rabies virus AVO1	5	20	C
11295	Rabies virus ERA	5	20	C
11296	Rabies virus HEP-FLURY	5	20	C
11298	Rabies virus Nishigahara RCEH	5	20	C
11300	Rabies virus SAD B19	5	20	C
11307	Sonchus yellow net virus	3	12	C
11553	Influenza C virus (C/Ann Arbor/1/50)	6	22	C
11589	Rift valley fever virus (STRAIN ZH-548 M12)	5	12	C
11602	Hantaan virus 76-118	2	6	C
11622	Lassa virus Josiah	5	15	C
11624	Lymphocytic choriomeningitis virus (strain Armstrong)	5	15	C
11628	Machupo mammarenavirus	6	18	C
11644	Simian foamy virus (TYPE 3 / STRAIN LK3)	11	12	C
11678	Human immunodeficiency virus type 1 BH10	24	16	C
11685	HIV-1 M:B_ARV2/SF2	24	16	C
11686	Human immunodeficiency virus type 1 (BRU ISOLATE)	23	14	C
11688	Human immunodeficiency virus type 1 (JRCSF ISOLATE)	24	16	C
11689	Human immunodeficiency virus type 1 (ELI ISOLATE)	25	16	C
11696	HIV-1 M:B_MN	26	16	C
11697	Human immunodeficiency virus type 1 (MAL ISOLATE)	23	14	C
11701	Human immunodeficiency virus type 1 (RF/HAT ISOLATE)	23	14	C
11706	HIV-1 M:B_HXB2R	24	16	C
11713	Human immunodeficiency virus type 2 (ISOLATE D194)	21	16	C
11714	Human immunodeficiency virus type 2 (ISOLATE BEN)	21	16	C
11715	Human immunodeficiency virus type 2 (ISOLATE CAM2)	21	16	C
11717	Human immunodeficiency virus type 2 (ISOLATE GHANA-1)	21	16	C
11718	Human immunodeficiency virus type 2 (ISOLATE SBLISY)	21	16	C
11720	Human immunodeficiency virus type 2 (ISOLATE ROD)	21	16	C
11721	Human immunodeficiency virus type 2 (ISOLATE ST)	22	16	C
11733	Simian immunodeficiency virus (MM142-83 ISOLATE)	22	16	C
11737	Simian immunodeficiency virus (F236/SMH4 ISOLATE) (SOOTY MANGABEY)	22	16	C
11738	Simian immunodeficiency virus (PBJ/BC13 ISOLATE) (SOOTY MANGABEY)	22	16	C
11746	Jaagsiekte sheep retrovirus	10	7	C
11759	Mouse mammary tumor virus (STRAIN C3H)	18	4	C
11764	Baboon endogenous virus strain M7	9	13	C
11787	Radiation murine leukemia virus	8	6	C
11791	AKR (endogenous) murine leukemia virus	7	10	C
11796	Friend murine leukemia virus (ISOLATE 57)	7	10	C
11797	Friend murine leukemia virus (ISOLATE FB29)	7	10	C
11798	Friend murine leukemia virus (ISOLATE PVC-211)	7	10	C
11840	Gibbon ape leukemia virus	8	6	C
11855	Mason-Pfizer monkey virus	12	9	C
11856	Squirrel monkey retrovirus	6	6	C
11888	Rous sarcoma virus - Prague C	17	7	C
11909	Human T-lymphotropic virus 2	14	4	C
11926	Human T-cell lymphotrophic virus type 1 (strain ATK)	17	13	C
11927	Human T-cell lymphotrophic virus type 1 (Caribbean isolate)	17	13	C
11942	Simian retrovirus 1	10	10	C
11963	Human spumaretrovirus	11	12	C
11977	Rabbit hemorrhagic disease virus-V351	12	24	C
11979	Feline calicivirus strain CFI/68 FIV	8	24	C
11980	Feline calicivirus strain Japanese F4	8	24	C
11981	Feline calicivirus strain F9	8	24	C
11988	Turnip crinkle virus	3	6	C
12017	Enterobacteria phage fr	4	4	C
12018	Enterobacteria phage GA	4	10	C
12021	Enterobacteria phage KU1	1	3	C
12022	Enterobacterio phage MS2	1	3	C
12023	Pseudomonas phage PP7	2	6	C
12024	Pseudomonas phage PRR1	3	9	C
12027	Enterobacteria phage SP	3	9	C
12040	Barley yellow dwarf virus-PAV	4	3	C
12043	Beet western yellows virus-FL1	10	9	C
12046	Potato leafroll virus (STRAIN 1)	13	15	C
12048	Potato leafroll virus (STRAIN WAGENINGEN)	12	15	C
12055	Tobacco necrosis virus A	3	6	C
12065	Bovine enterovirus strain VG-5-27	13	15	C
12068	Human coxsackievirus A9 (strain Griggs)	16	20	C
12070	Human coxsackievirus A21 Coe	13	15	C
12076	Swine vesicular disease virus (STRAIN H/3 76)	13	15	C
12077	Swine vesicular disease virus (STRAIN UKG/27/72)	13	15	C
12081	Human poliovirus 1 Mahoney	13	15	C
12082	Human poliovirus 1 strain Sabin	13	15	C
12084	Poliovirus type 2 strain Lansing	13	15	C
12085	Poliovirus type 2 strain W-2	13	15	C
12087	Poliovirus type 3 (strain 23127)	13	15	C
12088	Poliovirus type 3 (strains P3/LEON/37 AND P3/LEON 12A[1]B)	13	15	C
12098	Human hepatitis A virus Hu/Australia/HM175/1976	15	20	C
12099	Human hepatitis A virus Hu/Los Angelos/LA/1975	15	20	C
12100	Human hepatitis A virus Hu/Northern Africa/MBB/1978	15	20	C
12102	Simian hepatitis A virus Cercopithecus/Kenya/AGM-27/1985	16	20	C
12104	Encephalomyocarditis virus	14	2	C
12105	Encephalomyocarditis virus strain emc-b nondiabetogenic	12	40	C
12106	Encephalomyocarditis virus strain emc-d diabetogenic	12	40	C
12107	Mengo virus	14	2	C
12112	Foot-and-mouth disease virus (strain A10-61)	11	36	C
12113	Foot-and-mouth disease virus (strain A5)	11	36	C
12114	Foot-and-mouth disease virus (strain A12)	11	36	C
12115	Foot-and-mouth disease virus (strain A24 Cruzeiro)	11	36	C
12117	Foot-and-mouth disease virus (strain C3 Indaial)	11	36	C
12120	Foot-and-mouth disease virus (strain C1-Santa Pau)	11	36	C
12121	Foot-and-mouth disease virus C1	11	36	C
12125	Theilers encephalomyelitis virus (STRAIN BEAN 8386)	12	40	C
12126	Theilers encephalomyelitis virus (STRAIN DA)	12	40	C
12127	Theilers encephalomyelitis virus (STRAIN GDVII)	12	40	C
12129	Human rhinovirus 1B	16	20	C
12130	Human rhinovirus A2	13	15	C
12131	Human rhinovirus B14	13	15	C
12134	Human rhinovirus 1A	13	15	C
12143	Cucumber necrosis virus	5	12	C
12144	Cymbidium ringspot virus	5	12	C
12147	Tomato bushy stunt virus (STRAIN CHERRY)	5	12	C
12151	Eggplant mosaic virus	2	6	C
12153	Ononis yellow mosaic virus	2	6	C
12154	Turnip yellow mosaic virus	3	3	C
12155	Turnip yellow mosaic virus (Australian isolate)	2	6	C
12168	Potato virus M (strain Russian)	5	15	C
12179	Foxtail mosaic virus	4	12	C
12180	Narcissus mosaic virus	4	4	C
12181	Papaya mosaic virus	4	12	C
12183	Potato virus X	5	5	C
12184	Potato virus X (strain CP)	5	15	C
12185	Potato virus X (strain X3)	5	15	C
12187	Strawberry mild yellow edge virus	4	12	C
12189	White clover mosaic virus (strain M)	4	12	C
12190	White clover mosaic virus (strain O)	5	15	C
12197	Bean yellow mosaic virus	12	1	C
12212	Plum pox virus D	12	3	C
12213	Plum pox virus isolate NAT	12	3	C
12214	Plum pox virus strain Rankovic	8	18	C
12215	Potato virus A	12	1	C
12219	Potato virus Y strain N	12	3	C
12223	Soybean mosaic virus N	12	3	C
12227	Tobacco etch virus	12	3	C
12228	Tobacco vein mottling virus	12	3	C
12230	Turnip mosaic virus	12	1	C
12236	Cucumber green mottle mosaic virus (watermelon strain SH)	4	9	C
12240	Sunn-hemp mosaic virus	4	9	C
12241	Tobacco mild green mosaic virus	4	9	C
12243	Tobacco mosaic virus (vulgare)	7	9	C
12251	Tobacco mosaic virus strain OM	1	3	C
12252	Tobacco mosaic virus strain tomato/L	4	9	C
12262	Red clover mottle virus	7	28	C
12267	Red clover necrotic mosaic virus	3	9	C
12273	Grapevine chrome mosaic virus	5	20	C
12274	Grapevine fanleaf virus	7	7	C
12281	Tomato ringspot virus (isolate raspberry)	7	24	C
12301	Broad bean mottle virus	4	12	C
12302	Brome mosaic virus	4	12	C
12303	Cowpea chlorotic mottle virus	4	12	C
12307	Cucumber mosaic virus (strain FNY)	5	15	C
12310	Cucumber mosaic virus (strain Q)	5	15	C
12315	Tomato aspermy virus	5	5	C
12318	Tobacco streak virus (strain WC)	3	9	C
12322	Alfalfa mosaic virus (strain 425 / isolate Leiden)	3	9	C
12327	Barley stripe mosaic virus	8	18	C
12336	Clostridium phage c-st	59	53	C
12345	Bacillus phage GA-1	15	30	C
12348	Lactobacillus phage LL-H	26	47	C
12353	Enterobacteria phage RB69	228	440	C
12355	Enterobacteria phage T1	32	54	C
12360	Staphylococcus phage 11	49	98	C
12390	Lactococcus phage phiLC3	3	6	C
12402	Streptococcus phage EJ-1	5	10	C
12407	Enterobacteria phage PsP3	2	4	C
12417	Lactobacillus phage phiadh	3	6	C
12455	Borna disease virus	8	5	C
12456	Human astrovirus 1	12	3	C
12478	Cryphonectria hypovirus 1-EP713	4	8	C
12538	Mokola virus	5	20	C
12957	Atta cephalotes	14604	102610	C
13035	Dactylococcopsis salina PCC 8305	3204	10801	C
13037	Danaus plexippus	13550	72741	C
13249	Rhodnius prolixus	12582	40277	C
13333	Amborella trichopoda	17052	20434	C
13616	Monodelphis domestica	20348	77953	C
13686	Solenopsis invicta	14809	97162	C
